full_name,description,html_url,matched_list,matched_count,pushed_at,size,stargazers_count,language,forks_count,vul_ids
TheHackingRabbi/CVE-2021-42667,CVE-2021-42667 - SQL Injection vulnerability in the Online event booking and reservation system.,https://github.com/TheHackingRabbi/CVE-2021-42667,['cve-2 OR cve_2'],1,2021-11-05T10:51:42+0000,1,0,,0,['CVE-2021-42667']
oSumAtrIX/dinkleberg,Find out who is pretending to be offline,https://github.com/oSumAtrIX/dinkleberg,['exploit'],1,2021-11-05T03:14:52+0000,247,4,Rust,0,[]
Yolnan/24678_CVE_PS6,None,https://github.com/Yolnan/24678_CVE_PS6,['cve-2 OR cve_2'],1,2021-11-05T15:12:39+0000,33186,0,Python,0,[]
xcihad/brutej,FTP Bruteforce attack automation with Metasploit,https://github.com/xcihad/brutej,['metasploit module OR payload'],1,2021-11-05T15:22:08+0000,6,0,Shell,0,[]
Henry4E36/dedecms_5.8.1_RCE,dedecms_5.8.1代码执行漏洞,https://github.com/Henry4E36/dedecms_5.8.1_RCE,['rce'],1,2021-11-05T00:27:09+0000,5,5,Python,1,[]
jnajwhdanbiwduanwdioayuhbou2qgybroq/HSploit,HSploit - Open Source,https://github.com/jnajwhdanbiwduanwdioayuhbou2qgybroq/HSploit,['exploit'],1,2021-11-05T07:54:37+0000,15,0,,0,[]
kingbiagio/exploit,None,https://github.com/kingbiagio/exploit,['exploit'],1,2021-11-05T09:56:38+0000,7,0,Python,0,[]
ShootFirstAskQuestionsLater/ImGui_ExploitBase,C++ ImGui Roblox exploit base powered by WeAreDevs API - https://wearedevs.net/exploits/,https://github.com/ShootFirstAskQuestionsLater/ImGui_ExploitBase,['exploit'],1,2021-11-05T02:11:33+0000,0,0,,0,[]
maldiohead/TFC-Chrome-v8-bug-CVE-2021-38001-poc,None,https://github.com/maldiohead/TFC-Chrome-v8-bug-CVE-2021-38001-poc,"['cve poc', 'cve-2 OR cve_2']",2,2021-11-05T03:18:48+0000,0,3,JavaScript,2,['CVE-2021-38001']
Peterpan0927/TFC-Chrome-v8-bug-CVE-2021-38001-poc,None,https://github.com/Peterpan0927/TFC-Chrome-v8-bug-CVE-2021-38001-poc,"['cve poc', 'cve-2 OR cve_2']",2,2021-11-05T03:17:58+0000,0,0,,5,['CVE-2021-38001']
photonepoch/modern-windows-exploitdev,None,https://github.com/photonepoch/modern-windows-exploitdev,['exploit'],1,2021-11-05T04:38:30+0000,0,0,,0,[]
hh-hunter/cve-2021-22205,None,https://github.com/hh-hunter/cve-2021-22205,['cve-2 OR cve_2'],1,2021-11-05T05:35:11+0000,0,0,,0,['CVE-2021-22205']
hihiben/exploit_simulation_template,None,https://github.com/hihiben/exploit_simulation_template,['exploit'],1,2021-11-05T08:06:05+0000,0,0,TypeScript,0,[]
xinleizhao/K2-scripts,Sample exploit examples,https://github.com/xinleizhao/K2-scripts,['exploit'],1,2021-11-05T07:12:28+0000,0,0,Shell,0,[]
0x0021h/0x00scan,0x00scan is an automated vulnerability scanner,https://github.com/0x0021h/0x00scan,"['cve poc', 'exploit', 'vulnerability poc']",3,2021-11-05T07:01:42+0000,0,0,,0,[]
FatCyclone/D-Pwn,D/Invoke standalone shellcode runners,https://github.com/FatCyclone/D-Pwn,['shellcode'],1,2021-11-05T09:20:33+0000,50,0,C#,0,[]
m0rv4i/SyscallsExample,Simple project using syscalls (via Syswhispers2) to execute MessageBox shellcode.,https://github.com/m0rv4i/SyscallsExample,['shellcode'],1,2021-11-05T11:00:07+0000,0,1,,0,[]
fuchslenny/exploits,None,https://github.com/fuchslenny/exploits,['exploit'],1,2021-11-05T13:04:30+0000,0,0,,0,[]
Diicorp95/polyexemplar.py,A Python forking exploit,https://github.com/Diicorp95/polyexemplar.py,['exploit'],1,2021-11-05T14:09:31+0000,0,0,,0,[]
HonestlyDex/CaffieneHubWeb,None,https://github.com/HonestlyDex/CaffieneHubWeb,['exploit'],1,2021-11-05T00:39:17+0000,101,0,SCSS,0,[]
0x0021h/exploitsearch,pwnwiki's command-line query program,https://github.com/0x0021h/exploitsearch,"['cve poc', 'exploit', 'vulnerability poc']",3,2021-11-05T06:18:11+0000,14,1,Python,1,[]
beefproject/beef,The Browser Exploitation Framework Project,https://github.com/beefproject/beef,['exploit'],1,2021-11-05T02:15:22+0000,21891,6103,JavaScript,1457,[]
aryanguenthner/365,"OSINT, Threat Hunting, Network and Web Recon, Discovery, Enumeration, Vulnerability Mapping, Exploitation, Reporting",https://github.com/aryanguenthner/365,['exploit'],1,2021-11-05T05:30:49+0000,457,9,Python,4,[]
offensive-security/exploitdb,The official Exploit Database repository,https://github.com/offensive-security/exploitdb,['exploit'],1,2021-11-05T05:08:03+0000,284034,6584,C,1817,[]
Terradue/doc-tep-geohazards,Geohazards Thematic Exploitation guide,https://github.com/Terradue/doc-tep-geohazards,['exploit'],1,2021-11-05T14:30:07+0000,643786,9,Python,26,[]
cirosantilli/china-dictatorship,"Anti Chinese government information. 反中共消息库。住在中国真名用户的网友请别给星星，不然你要被警察请喝茶。常见问答集，新闻集和饭店和音乐建议。卐习万岁卐。冠状病毒审查郝海东新疆改造中心六四事件法轮功 996.ICU709大抓捕巴拿马文件邓家贵低端人口西藏骚乱。Friends who live in China and have real name on account, please don't star this repo, or else the police mi",https://github.com/cirosantilli/china-dictatorship,"['attack poc', 'exploit']",2,2021-11-05T10:49:32+0000,34539,648,HTML,118,[]
The-Art-of-Hacking/h4cker,"This repository is primarily maintained by Omar Santos and includes thousands of resources related to ethical hacking  / penetration testing, digital forensics and incident response (DFIR), vulnerability research, exploit development, reverse engineering, ",https://github.com/The-Art-of-Hacking/h4cker,['exploit'],1,2021-11-05T11:35:05+0000,71734,10288,Jupyter Notebook,1766,[]
hahwul/mad-metasploit,"Metasploit custom modules, plugins, resource script and.. awesome metasploit collection",https://github.com/hahwul/mad-metasploit,['metasploit module OR payload'],1,2021-11-05T00:16:51+0000,174436,252,Ruby,78,[]
Moham3dRiahi/XAttacker,X Attacker Tool ☣ Website Vulnerability Scanner & Auto Exploiter,https://github.com/Moham3dRiahi/XAttacker,['exploit'],1,2021-11-05T07:04:58+0000,389,1021,Perl,440,[]
hooj0/shell-examples,:tada: Linux common command line script example,https://github.com/hooj0/shell-examples,['shellcode'],1,2021-11-05T02:57:32+0000,568,2,Shell,0,[]
vngkv123/aSiagaming,My Chrome and Safari exploit code + write-up repo,https://github.com/vngkv123/aSiagaming,['exploit'],1,2021-11-05T04:38:25+0000,15653,400,JavaScript,90,[]
reddelexc/hackerone-reports,Top disclosed reports from HackerOne,https://github.com/reddelexc/hackerone-reports,['rce'],1,2021-11-05T09:50:16+0000,18758,640,Python,168,[]
chaitin/xray,一款完善的安全评估工具，支持常见 web 安全问题扫描和自定义 poc _ 使用之前务必先阅读文档,https://github.com/chaitin/xray,['vulnerability poc'],1,2021-11-05T01:26:09+0000,35893,5999,Vue,1258,[]
Mr-xn/Penetration_Testing_POC,渗透测试有关的POC、EXP、脚本、提权、小工具等---About penetration-testing python-script poc getshell csrf xss cms php-getshell domainmod-xss penetration-testing-poc csrf-webshell cobub-razor cve rce sql sql-poc poc-exp bypass oa-getshell cve-cms,https://github.com/Mr-xn/Penetration_Testing_POC,"['cve poc', 'exploit', 'rce', 'rce poc']",4,2021-11-05T12:27:48+0000,1447993,3704,PowerShell,1280,[]
Ascotbe/Medusa,:cat2:Medusa是一个红队武器库平台，目前包括XSS平台、协同平台、CVE监控、免杀生成、DNSLOG、钓鱼邮件等功能，持续开发中 ,https://github.com/Ascotbe/Medusa,['cve poc'],1,2021-11-05T09:07:57+0000,64659,1272,Python,261,[]
nomi-sec/NVD-Exploit-List-Ja,🔍NVD exploit & JVN(Japan Vulnerability Notes) easy description,https://github.com/nomi-sec/NVD-Exploit-List-Ja,['exploit'],1,2021-11-05T00:45:18+0000,44081,24,,14,[]
cpesr/wikidataESR,Une exploitation de WikiData pour reconstruire les relations entre les établissements de l'ESR.,https://github.com/cpesr/wikidataESR,['exploit'],1,2021-11-05T12:47:04+0000,19108,1,R,1,[]
edoardottt/edoardottt,Hey! I'm edoardottt! 🏴‍☠️👹,https://github.com/edoardottt/edoardottt,['exploit'],1,2021-11-05T15:07:44+0000,31,0,,0,[]
snovvcrash/DInjector,Collection of shellcode injection techniques packed in a D/Invoke weaponized DLL,https://github.com/snovvcrash/DInjector,['shellcode'],1,2021-11-05T10:37:10+0000,102,186,C#,36,[]
houjingyi233/macOS-iOS-system-security,macos/ios exploit writeup,https://github.com/houjingyi233/macOS-iOS-system-security,['exploit'],1,2021-11-05T07:41:53+0000,244,158,,21,[]
brerodrigues/exploit_drafts,Drafts of exploits made for studying and consultation purposes,https://github.com/brerodrigues/exploit_drafts,['exploit'],1,2021-11-05T02:19:42+0000,136,0,Python,0,[]
Patrowl/PatrowlHearsData,"Open-Source Vulnerability Intelligence Center - Unified source of vulnerability, exploit and threat Intelligence feeds",https://github.com/Patrowl/PatrowlHearsData,['exploit'],1,2021-11-05T00:03:47+0000,446139,35,,19,[]
giovannyortegon/SocketsShellcodePortingAndCoding,Reverse Engineering Exploit and Tool coding for Security Professionals by James C. Foster with Mike Price,https://github.com/giovannyortegon/SocketsShellcodePortingAndCoding,"['exploit', 'shellcode']",2,2021-11-05T04:40:11+0000,42,0,C,0,[]
ycdxsb/PocOrExp_in_Github,聚合Github上已有的Poc或者Exp，CVE信息来自CVE官网。Auto Collect Poc Or Exp from Github by CVE ID.,https://github.com/ycdxsb/PocOrExp_in_Github,['cve poc'],1,2021-11-05T04:01:48+0000,125376,225,Python,67,[]
zYan666/Demon-Exploit,None,https://github.com/zYan666/Demon-Exploit,['exploit'],1,2021-11-05T12:09:24+0000,14568,0,,0,[]
exploitblizzard/exploitblizzard,Config files for my GitHub profile.,https://github.com/exploitblizzard/exploitblizzard,['exploit'],1,2021-11-05T07:20:27+0000,21,0,,1,[]
NoTelling/obf-scripts,"A github repository made for roblox exploiting, my discord server is linked below if you wanted it! Enjoy lol",https://github.com/NoTelling/obf-scripts,['exploit'],1,2021-11-05T02:16:14+0000,32,1,Lua,0,[]
HeiTang/Zrss,RSS feeds for HITCON ZeroDay’s vulnerability list,https://github.com/HeiTang/Zrss,['zeroday'],1,2021-11-05T01:05:44+0000,12771,2,Python,0,[]
scmanjarrez/CVEScannerV2,Nmap script that searches for probable vulnerabilities based on services discovered in open ports. ,https://github.com/scmanjarrez/CVEScannerV2,"['cve-2 OR cve_2', 'exploit', 'metasploit module OR payload']",3,2021-11-05T13:21:00+0000,6660,5,Python,2,[]
scmanjarrez/CVEScannerV2DB,Semiupdated database of CVEScannerV2,https://github.com/scmanjarrez/CVEScannerV2DB,['cve-2 OR cve_2'],1,2021-11-05T13:20:10+0000,32862,1,Shell,2,[]
cirosantilli/china-dictatorship-2,https://github.com/cirosantilli/china-dictatorship 的备份backup. Anti Chinese government information. 反中共消息库。住在中国真名用户的网友请别给星星，不然你要被警察请喝茶。常见问答集，新闻集和饭店和音乐建议。卐习万岁卐。冠状病毒审查郝海东新疆改造中心六四事件法轮功 996.ICU709大抓捕巴拿马文件邓家贵低端人口西藏骚乱。Friends who live in China and have real name ,https://github.com/cirosantilli/china-dictatorship-2,"['attack poc', 'exploit']",2,2021-11-05T10:49:24+0000,6938,14,HTML,8,[]
fadhilthomas/go-firebase-exploit,go-firebase-exploit or gfe is a tool for exploiting insecure firebase databases,https://github.com/fadhilthomas/go-firebase-exploit,['exploit'],1,2021-11-05T02:59:44+0000,65,1,Go,0,[]
cuciuu/DuckySploit-Level-7,"DuckSploit is an Roblox Executor that I made for a friend, Supports LUA Files and some Level 8 Scripts, Scripts Folder Powered by WeAreDevs :)",https://github.com/cuciuu/DuckySploit-Level-7,['sploit'],1,2021-11-05T04:17:38+0000,67747,0,,0,[]
Divyesh-Kanagavel/hack_art,Codes associated with the book - 'Hacking - the art of exploitation,https://github.com/Divyesh-Kanagavel/hack_art,['exploit'],1,2021-11-05T15:05:21+0000,1,0,,0,[]
